"EQ7 - Pastor speaking on God's behalf","EQ10 - Asked to give up personal goals by pastor","EQ11 - Disagree w/pastor portrayed as evil","EQ16 - Church/community abandoning me in difficult time","EQ17 - Treated as less than b/c my sexual orientation","EQ18 - Church/pastor discourage critical thinking","EQ19 - Behavior excessively monitored by pastor/group","EQ20 - Members pressured to give money despite financial hardship","EQ21 - Taught I would risk Hell if left my church/group","EQ22 - Expected to follow pastor/leader rules re: dating/marriage/sex","EQ23 - Prayer replacing needed medical interventions","EQ24 - Expected to consult pastor/leader before making non-religious decisions","EQ25 - Feeling unable to raise questions and issues","EQ26 - Pressured to forgive abuser while abuse was ongoing","EQ27 - Denied opportunities to serve b/c of my gender","EQ28 - Leadershi/group protecting abusive individuals","EQ29 - Feeling special when in pastor’s good graces; otherwise ignored","EQ30 - Deterred from seeking mental health treatment/counseling/medication","EQ31 - Shunned/ignored by pastor/church/group","EQ32 - Feeling unable to express unhappiness","EQ34 - Scripture used to justify physical punishment/severe discipline","EQ35 - Taught to distrust my emotions","EQ36 - Mental/physical problems interpreted as spiritual/moral weakness","EQ37 - Made to feel less spiritually mature than pastor/leadership","EQ38 - Unrealistic demands placed on my moral/religious behavior","EQ39 - Made to feel shame over natural sexual desires (not actions)","EQ40 - Threatening Divine punishment to keep group members in line","EQ41 - Denied opportunities to serve because of my sexual orientation","EQ42 - Seeing others shamed/shunned by pastor/leader/group","EQ43 - Shamed by pastor/group for poor spiritual/moral performance","EQ44 - Love/acceptance offered only for high spiritual/moral performance","EQ45 - Developmentally-inappropriate/anxious Hell/Satan/demons taught to young children","EQ46 - Treated as less than because of my skin color","EQ47 - Medical care being postponed/withheld for religious reasons","EQ49 - Leadership/group protecting and elevating abusive individuals","EQ50 - Treated as less than because of my gender","EQ51 - Extreme pressure to be pastor/missionary/spiritual leader","EQ52 - Blamed for harm I suffered rather than blaming who harmed me","EQ53 - Scripture used to justify abusive parent-child behavior","EQ54 - Being explicitly taught to distrust my intuitions","EQ55 - Hearing cultural references in sermons unfamiliar to my race/eth. subculture","EQ56 - Being made to feel I was crazy/weird for doubts/questions","EQ57 - Developing mental/physical ailments from conforming to group/leader’s expectation","EQ58 - Terror/horror used to motivate religious decisions","EQ59 - Pastor/group blame victim for their abuse","EQ60 - Encouraged by leader to stay in abusive marriage","EQ61 - Developmentally-inappropriate/anxious end times descriptions taught to young children","EQ62 - Scripture used to justify physical violence","EQ63 - Shamed by pastor/group for raising questions or concerns","EQ64 - Witnessing women pressured to stay in unfaithful/abusive marriages","EQ65 - Cut off/shunned by more religious family members","EQ66 - Others treated as less than due to their sexual orientation"
3,3,3,2,1,2,2,3,2,5,1,3,4,1,5,2,4,4,2,3,1,5,2,2,3,3,1,1,3,2,3,3,1,1,2,5,4,2,1,4,1,3,2,3,1,1,3,1,3,2,2,3
1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,3,1,1,1,1,3,1,1,3,1,1,5,1,1,1,1,2
4,2,2,4,1,3,4,4,3,5,4,3,3,1,2,2,2,2,3,1,4,3,4,3,5,4,2,1,4,3,3,2,1,2,3,5,3,2,2,4,2,3,3,4,2,1,3,3,2,4,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2
3,1,3,3,1,3,4,2,3,5,2,3,4,3,4,4,4,1,3,3,1,4,3,3,4,5,4,1,4,3,4,5,1,1,4,4,3,3,2,3,1,4,3,4,3,1,5,1,4,4,5,5
4,4,5,1,1,3,3,4,4,5,4,4,5,5,4,4,4,4,1,5,5,5,5,5,4,5,3,1,5,4,4,5,1,3,5,5,4,2,5,2,1,3,4,4,3,3,5,4,4,4,1,5
1,1,1,1,1,3,1,1,1,1,2,1,3,1,3,1,1,3,1,3,3,3,1,3,3,1,1,1,3,1,1,1,1,1,1,2,1,1,2,3,1,3,1,3,1,1,1,2,2,1,1,3
3,1,2,1,1,1,4,1,2,5,3,3,NA,3,1,3,3,2,2,3,4,4,4,5,4,5,3,1,3,3,3,5,1,2,2,1,4,2,3,4,1,3,2,3,3,3,4,4,3,3,3,4
4,1,3,2,1,4,2,3,1,2,1,2,4,2,1,4,3,3,2,4,4,2,3,5,4,3,2,1,4,2,4,3,1,1,4,1,2,2,3,3,1,4,2,3,2,1,3,4,3,2,2,4
1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,1,3,2,3,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,2,2
4,1,3,1,1,2,2,3,2,4,3,1,2,3,1,3,3,2,2,2,1,2,2,3,3,3,3,1,2,2,2,4,1,2,4,1,1,1,1,2,1,4,1,3,3,3,4,1,3,3,3,3
2,1,2,1,1,3,2,1,1,4,2,1,4,1,1,2,3,3,1,2,3,3,3,4,4,4,2,1,2,1,3,5,1,2,3,1,3,1,3,3,1,3,1,3,2,1,5,3,3,2,2,4
1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,2,4,2,1,3,5,2,4,5,1,3,4,5,3,5,4,3,1,1,3,5,4,5,4,3,4,1,3,5,5,2,3,1,4,3,2,4,5,5,1,3,5,3,4,1,1,2,4,3,4,3
2,1,2,4,1,3,2,4,4,3,1,1,3,1,1,3,2,1,2,1,1,2,3,3,3,3,2,1,3,2,2,2,1,1,4,3,1,2,1,3,2,3,1,3,2,1,3,1,3,3,4,3
3,3,3,3,1,3,3,3,2,4,2,3,4,3,1,4,3,3,2,3,2,3,3,4,3,3,2,1,2,2,4,3,1,1,2,1,3,3,3,4,1,3,3,2,3,3,3,3,3,4,2,4
1,3,1,4,1,3,3,1,1,5,1,4,3,4,4,4,3,1,1,2,3,4,1,4,5,3,1,1,5,1,1,3,1,1,2,4,2,3,2,4,2,3,1,1,2,3,4,1,2,2,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,3,1,2,1,1,2,4,1,1,3,1,1,1,1,1,3,3,1,3,3,3,3,3,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,4
1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,2,1,2,3,3,1,2,4,1,1,1,1,1,1,2,2,1,1,2,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2
3,1,2,1,1,4,2,1,1,3,1,3,4,1,1,1,1,1,1,2,1,1,2,3,3,4,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,3,2,2,3,3,1,2
1,4,5,3,4,5,4,2,3,2,5,3,4,2,4,4,2,1,3,5,4,5,5,3,5,5,5,3,4,1,4,5,1,3,4,5,1,5,4,5,1,4,3,5,4,3,5,4,4,3,2,3
1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
3,4,5,4,3,5,3,3,5,5,4,3,5,4,1,3,5,3,5,4,5,4,5,2,5,5,4,1,3,3,3,5,1,3,2,1,5,4,5,5,3,5,2,5,4,2,4,4,5,3,5,4
1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
1,1,4,1,1,3,1,1,1,5,3,1,1,1,1,4,2,3,1,2,1,3,3,3,1,1,1,1,3,1,3,1,1,1,5,1,3,1,2,2,1,1,1,1,2,1,1,2,2,1,1,3
1,1,2,1,1,3,2,3,1,3,1,1,3,3,1,2,3,2,1,3,4,3,2,1,3,4,2,1,3,1,2,3,1,1,2,1,1,2,1,3,1,3,2,3,2,1,3,1,2,2,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,2,1,1,1,1,1
1,1,3,3,1,2,2,1,1,4,2,2,3,1,1,2,3,3,3,4,4,2,4,4,3,3,3,1,3,3,3,3,1,1,2,1,1,3,1,3,3,3,3,1,2,2,1,1,2,2,3,3
3,2,1,3,1,1,2,1,2,4,3,2,3,5,5,2,3,3,3,4,3,4,5,4,5,5,3,1,2,2,3,2,2,1,2,5,2,4,3,4,3,4,4,4,4,3,2,3,2,4,2,4
2,2,2,1,1,2,1,1,1,1,1,1,3,1,3,1,3,1,1,3,1,1,2,3,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2
2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3
1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
1,1,1,5,1,5,3,5,1,4,1,3,1,1,1,2,1,1,5,1,3,3,3,5,4,5,1,1,4,3,1,3,1,1,3,1,1,3,3,4,1,2,1,1,3,3,1,1,1,5,5,5
2,1,1,1,5,2,1,1,1,2,1,1,3,3,1,1,1,5,1,5,3,1,5,3,5,4,1,1,3,3,3,1,1,1,1,4,3,4,1,1,1,3,1,2,3,1,2,1,3,1,2,5
3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3
1,1,2,2,1,3,1,1,1,3,3,1,3,1,1,2,2,3,1,3,3,2,3,2,2,1,1,1,2,1,3,1,1,1,3,1,1,1,4,2,1,3,2,3,2,1,3,3,2,2,1,3
2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1
2,2,2,2,1,3,2,2,3,2,3,1,3,2,1,4,2,2,2,2,3,2,3,2,3,1,2,1,3,1,2,2,1,3,3,1,2,2,2,2,1,3,1,3,2,1,3,3,3,2,2,3
2,1,4,4,1,3,5,3,2,5,4,1,5,1,1,2,5,1,5,3,1,3,5,5,5,1,1,1,2,1,5,2,1,1,1,5,5,2,1,2,1,3,4,4,1,1,1,1,2,2,1,5
2,1,1,4,1,1,3,1,1,1,2,1,3,1,1,1,1,3,1,2,1,2,2,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2
1,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1,2,1,1,1,2,3,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
3,1,2,3,1,3,1,1,1,1,1,1,3,2,4,1,1,1,1,3,1,1,3,3,3,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,3,1,3,1,1,1,1,3,1,1,2
2,1,2,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,2,1,2,3,1,2,4,1,1,2,1,1,1,3,1,2,3,1,2,3,3,1,4,2,1,2,3,1,2,1,1,1,1,3,1,1,1,NA,1,3,2,1,1,1,1,1,2,4,4
5,2,5,3,1,5,5,5,5,5,2,2,5,1,1,3,2,4,2,2,3,4,3,3,5,5,5,1,3,2,4,2,1,1,2,1,5,3,3,4,1,5,4,1,4,1,3,1,5,3,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,1,3,1,3,2,1,3,1,3,1,1,3,2,1,1,2,1,3,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,3,1,1,2,2,3
1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,2,1,2,1,2,1,1,1,3,1,1,3,1,1,1,2,2,1,3,1,3,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1
1,2,3,1,1,3,5,1,2,5,1,4,3,3,3,5,4,1,1,4,3,5,1,5,5,5,1,1,3,1,5,5,1,1,2,3,1,1,5,4,1,3,1,5,3,3,3,4,2,4,4,5
4,1,1,1,1,2,1,3,2,1,1,1,3,2,1,2,2,2,1,1,2,2,2,3,4,4,1,1,2,1,1,4,1,1,1,1,2,1,3,2,3,2,1,2,2,1,4,1,1,2,1,3
1,1,1,1,4,1,5,1,5,1,1,1,5,4,1,1,1,1,1,3,4,4,1,3,4,1,3,1,3,1,2,3,4,1,1,3,1,4,5,1,1,3,1,5,1,1,3,4,3,1,1,3
5,3,5,3,5,5,4,4,4,5,3,3,4,2,2,3,4,5,3,4,3,5,3,4,5,5,4,5,5,3,5,5,1,3,5,4,5,4,4,5,1,4,5,5,3,3,5,4,4,5,3,5
2,1,2,1,1,3,1,3,1,3,2,3,3,3,1,2,1,2,1,3,3,1,3,5,4,5,2,1,3,1,1,3,1,1,2,1,4,3,3,3,1,3,3,3,1,1,3,3,1,1,1,3
1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,3,3,3,2,4,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2
1,1,1,1,1,1,2,2,1,2,5,1,3,1,1,2,2,1,1,1,1,2,2,1,5,4,1,1,4,1,4,2,1,5,3,1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,1,5
3,3,3,2,1,3,2,2,1,4,1,2,5,1,1,2,3,2,1,4,3,4,2,2,2,3,1,1,2,2,3,4,1,1,1,1,3,2,1,3,1,3,1,2,1,1,3,1,2,1,1,5
1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,3,1,1,1,5,1,1,2,2,1,1,1,2,2,1,3,2,2,2,1,3
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
4,1,3,2,1,3,2,4,1,4,3,2,3,1,1,3,4,1,2,2,3,2,2,3,3,3,2,1,2,3,4,3,1,1,3,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,4
1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,1,1,3,1,1,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,3,4,1,5,4,3,4,1,5,3,4,4,1,1,1,3,3,3,5,3,5,4,3,5,4,1,4,4,3,1,1,2,1,1,1,5,1,2,4,4,4,5,2,1,1,4,1,1,2,3,5
5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,4,1,3,4,4,5,4,5,5,1,5,4,4,4,3,4,4,5,5,4,5
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,2,1,1,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,4,2,1,4,4,3,1,1,4,2,3,4,1,2,1,2,1,1,2,3,1,2,1,3,1,1,4,2,2,3,1,5
1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,1,1,1,2,1,1,4,1,1,1,1,3,3,3,1,1,3,1,1,3,3,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1
3,1,1,1,1,2,1,2,3,2,2,1,2,1,3,2,1,1,1,1,2,2,3,2,2,2,1,1,1,1,2,3,1,2,2,4,1,1,2,2,1,2,1,2,3,2,3,2,2,3,1,2
4,2,1,3,1,2,2,5,2,3,1,1,3,3,1,3,2,1,2,2,1,3,1,4,3,2,3,1,2,1,1,3,1,1,2,1,4,3,1,2,2,2,1,2,2,1,1,1,2,2,2,3
1,3,3,5,1,5,3,1,5,5,1,3,5,1,3,3,4,4,5,3,3,4,4,3,4,5,4,1,4,3,5,3,1,3,3,4,4,3,4,5,3,4,3,4,4,1,4,3,4,4,5,5
1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,3
1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,4,1,4,5,3,2,1,3,1,1,1,3,2,3,3,4,5,3,4,3,4,2,1,3,2,3,3,1,2,1,1,2,2,3,5,1,1,1,2,2,1,3,2,1,1,1,2
2,1,5,1,1,3,5,2,5,3,1,2,3,1,4,2,2,4,1,4,3,4,5,1,5,4,4,1,2,1,3,5,1,3,2,4,1,3,4,5,1,4,3,4,3,3,5,3,1,3,1,3
3,2,5,2,1,4,5,4,5,5,2,3,4,3,4,3,2,3,2,4,5,5,3,4,4,4,4,1,3,3,5,5,3,2,3,5,2,4,4,5,1,4,2,5,2,3,5,4,4,3,2,1
1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,1,1,2,3,2
3,3,4,3,1,5,5,2,5,5,1,5,3,5,5,5,3,4,3,5,4,NA,5,5,5,5,5,1,4,5,5,5,1,2,5,5,1,5,5,4,1,4,5,4,4,1,3,5,3,4,3,3
1,1,1,1,1,3,1,3,5,3,1,1,3,4,1,1,1,1,1,3,3,3,2,1,4,5,1,1,3,2,1,4,1,1,1,1,2,4,1,3,1,3,1,4,2,4,3,4,2,4,3,4
4,2,2,1,1,5,4,5,1,5,5,2,4,1,1,2,2,3,1,4,2,5,4,5,4,5,4,1,5,3,4,3,1,1,2,1,5,3,2,5,1,5,3,2,4,1,5,3,3,3,1,4
5,1,5,2,1,5,5,3,4,5,4,5,3,1,3,3,2,3,1,4,2,5,3,5,5,4,4,1,4,3,4,4,1,1,3,3,5,3,2,5,1,2,3,2,2,1,4,1,4,2,1,4
4,4,5,4,1,4,5,4,5,5,3,5,4,5,5,4,4,5,3,4,3,4,5,5,5,5,5,1,4,5,4,5,1,1,4,5,4,4,5,4,1,4,5,5,5,4,5,4,4,5,4,5
1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,4,1,1,1,1,2,1,1,1,1,1,3,1,4,3,1,1,2,3,1,1,1,3,1,2,1,3
1,4,5,3,1,5,4,5,5,5,3,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,1,2,5,5,1,3,5,5,1,5,3,3,5,4,5,5,4,5,4,5
3,4,5,4,1,3,5,2,5,5,3,4,5,5,5,4,5,4,3,5,4,5,4,4,5,5,4,1,5,5,4,5,1,1,3,5,1,5,5,5,1,5,5,5,5,1,5,4,4,5,3,5
4,4,3,2,1,4,4,1,4,4,1,3,4,3,4,3,1,3,3,3,4,4,4,4,4,4,4,1,2,2,3,4,1,1,4,4,1,2,4,3,1,4,1,4,4,4,4,4,2,4,2,4
1,2,2,4,1,4,4,1,4,4,4,1,5,3,1,3,2,3,3,4,5,4,3,2,5,4,2,1,4,1,3,4,1,3,3,1,3,2,3,4,2,3,1,4,3,1,5,3,1,3,3,4
3,3,3,2,1,4,1,2,4,3,1,2,4,1,3,3,2,4,1,4,3,4,4,3,3,4,4,1,3,4,2,4,1,1,2,5,1,1,4,4,1,4,4,3,2,1,4,4,2,3,3,3
4,3,3,1,1,5,1,2,4,4,1,1,4,3,2,1,3,3,1,4,3,3,4,2,4,4,4,1,4,3,3,5,1,3,2,5,1,4,5,5,1,4,3,4,4,3,5,4,4,4,3,5
2,4,1,1,1,3,4,2,4,3,2,3,3,3,2,2,4,1,1,2,2,4,3,2,3,4,1,1,3,2,4,1,1,1,2,3,4,1,3,2,1,3,3,1,2,1,1,2,2,3,1,4
5,1,5,2,1,4,2,4,5,5,1,1,1,2,1,2,1,3,1,4,5,5,4,5,5,5,5,1,4,4,3,5,1,1,5,1,1,2,5,3,5,4,4,2,5,1,5,5,2,2,3,4
3,2,2,5,1,3,2,3,5,5,1,2,3,2,1,2,3,3,5,3,5,4,5,4,5,5,4,1,2,2,4,5,1,1,2,1,2,4,5,4,1,4,5,3,2,2,5,5,3,5,1,5
2,4,1,4,1,5,4,4,5,5,4,2,5,4,5,4,3,5,4,5,5,5,5,4,5,5,5,1,4,4,5,5,1,5,4,5,1,5,5,5,1,5,4,1,3,4,5,3,5,4,4,5
1,1,1,1,3,1,1,1,1,2,2,1,3,1,2,3,2,2,1,4,1,2,3,2,2,3,1,1,2,1,1,2,1,1,1,3,3,2,1,2,3,1,1,1,1,1,2,1,1,1,1,2
1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1
3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
NA,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
5,5,5,2,1,2,2,1,5,1,1,1,3,2,5,2,1,2,1,5,2,5,2,1,5,5,4,1,2,4,3,2,1,1,2,5,1,1,2,3,1,1,5,4,2,2,2,3,3,2,1,4
1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,3,1,1,4,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1
2,5,5,5,5,3,5,4,5,5,4,5,4,5,5,5,1,5,2,5,5,4,4,4,5,5,5,1,5,4,5,5,1,3,5,5,3,5,5,5,1,5,5,5,5,4,5,5,3,5,3,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1
1,2,4,3,1,5,4,1,5,5,1,1,5,1,5,3,3,3,2,5,4,5,3,5,5,5,5,1,2,4,4,5,1,1,3,5,1,1,4,5,1,5,4,5,1,3,5,4,3,2,2,5
4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,2,4,4,5,5,4,5,1,5,5,1,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5
3,1,1,1,1,1,4,3,1,1,3,1,1,3,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,1,1,3,1,1,2,1,1,1,1,1,2,1,4,1,1,3,1,4
2,4,5,1,5,5,5,2,5,5,3,1,5,2,5,3,1,5,1,4,3,5,5,3,5,4,5,5,2,3,3,5,1,1,2,5,1,2,3,4,1,4,5,5,3,3,5,3,3,2,1,5
3,3,4,3,1,4,3,2,2,3,2,2,1,3,1,4,1,4,3,1,3,2,3,1,3,4,4,1,4,3,3,4,1,2,3,1,3,3,3,3,1,1,1,3,2,3,4,3,4,4,3,4
2,1,1,2,1,3,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,3,1,2,1,2,1,1,2,2,1,1,1,3
1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,3,1,3,2,1,1,2,1,3,2,1,1,2,4,1,2,1,3,3,3,1,2,3,1,2,1,1,2,1,2
2,1,2,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,2,2,3,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,3,2,1,1,2,1,1,1,2
3,3,3,1,1,2,4,4,2,3,3,3,2,1,1,4,3,2,2,3,2,2,4,3,3,3,2,1,3,2,3,3,1,2,1,1,3,1,2,3,2,3,2,2,2,1,3,1,2,4,2,4
2,1,2,1,1,1,2,1,3,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,2,1,2,1,1,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2
2,2,1,2,1,2,2,3,2,4,2,2,2,2,4,2,4,4,3,3,2,4,1,4,3,4,2,1,2,2,3,4,1,1,2,4,2,2,2,4,1,2,1,3,1,1,4,2,1,1,1,4
